,Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
3355,"WHITCOMB, KATHARINE",NA,NA,NA,NA,NA
3356,"WHITE, JOHN",NA,NA,NA,NA,NA
3357,"WHITMIRE, JANE",NA,NA,NA,NA,NA
3358,"WIEGERS, BRANDY",NA,NA,NA,NA,NA
3359,"WIESE, JOHN",NA,NA,NA,NA,NA
3360,"WIESE, JOHN",NA,NA,NA,NA,NA
3361,"WILHELM, WENDY",NA,NA,NA,NA,NA
3362,"WILLARD, TERI",NA,NA,NA,NA,NA
3363,"WILLIAMS, DANIEL",NA,NA,NA,NA,NA
3364,"WILSON-FOWLER, ELIZABETH",NA,NA,NA,NA,NA
3365,"WINTERS, PATRICK",NA,NA,NA,NA,NA
3366,"WINTZ, GREGORY",NA,NA,NA,NA,NA
3367,"WISE, CHRISTOPHER",NA,NA,NA,NA,NA
3368,"WISOR, JONATHAN",NA,NA,NA,NA,NA
3369,"WITHEY, KIMBERLY",NA,NA,NA,NA,NA
3370,"WITKIEWITZ, KATIE",NA,NA,NA,NA,NA
3371,"WOLFE, MARKETA",NA,NA,NA,NA,NA
3372,"WOLLKIND, DAVID",NA,NA,NA,NA,NA
3373,"WOLPOW, RAYMOND",NA,NA,NA,NA,NA
3374,"WONDER, NICHOLAS",NA,NA,NA,NA,NA
3375,"WOODCOCK, DON",NA,NA,NA,NA,NA
3376,"WOODS, STEVEN",NA,NA,NA,NA,NA
3377,"WOODS, STEVEN",NA,NA,NA,NA,NA
3378,"WOODY, SUSAN",NA,NA,NA,NA,NA
3379,"WOODY, SUSAN",NA,NA,NA,NA,NA
3380,"WRIGHT, DIANA",NA,NA,NA,NA,NA
3381,"WRIGHT, RAYMOND",NA,NA,NA,NA,NA
3382,"WYATT, MARLA",NA,NA,NA,NA,NA
3383,"XIAN, MING",5951,40,29,94,77
3384,"XING, JANET",NA,NA,NA,NA,NA
3385,"XU, BOJIAN",295,9,8,9,6
3386,"XU, JIE",59,4,4,3,3
3387,"XUE, WEI",NA,NA,NA,NA,NA
3388,"YADAMA, VIKRAM",496,12,8,17,6
3389,"YAN, CHANGMIN",NA,NA,NA,NA,NA
3390,"YANG, BIN",5544,30,28,49,47
3391,"YE, PING",NA,NA,NA,NA,NA
3392,"YIP-HOI, DEREK",NA,NA,NA,NA,NA
3393,"YIP-HOI, DEREK",NA,NA,NA,NA,NA
3394,"YOUMANS, GREGORY",NA,NA,NA,NA,NA
3395,"YOUNG, JEFFERY",NA,NA,NA,NA,NA
3396,"YOUNG, JUSTIN",NA,NA,NA,NA,NA
3397,"YOUNG, KATHLEEN",NA,NA,NA,NA,NA
3398,"YOUNG, MARGARET",NA,NA,NA,NA,NA
3399,"YOUNG, THERESE",NA,NA,NA,NA,NA
3400,"YPMA, TJALLING",NA,NA,NA,NA,NA
3401,"YU, DONG",NA,NA,NA,NA,NA
3402,"YU, NING",NA,NA,NA,NA,NA
3403,"YU, NING",NA,NA,NA,NA,NA
3404,"YUSA, MICHIKO",NA,NA,NA,NA,NA
3405,"ZAFERATOS, NICHOLAS",NA,NA,NA,NA,NA
3406,"ZAMORA, CESARIO",NA,NA,NA,NA,NA
3407,"ZEINE, LINA",NA,NA,NA,NA,NA
3408,"ZHANG, CHUANWEI",NA,NA,NA,NA,NA
3409,"ZHANG, JIANNA",NA,NA,NA,NA,NA
3410,"ZHANG, JIANYING",NA,NA,NA,NA,NA
3411,"ZHANG, JIANYING",NA,NA,NA,NA,NA
3412,"ZHANG, XIAO",NA,NA,NA,NA,NA
3413,"ZHANG, ZHE",2880,26,21,46,35
3414,"ZHANG, ZHE",2880,26,21,46,35
3415,"ZHONG, KE",NA,NA,NA,NA,NA
3416,"ZHU, MEIJUN",NA,NA,NA,NA,NA
3417,"ZIMMERMAN, SARAH",NA,NA,NA,NA,NA
3418,"ZIMMERMAN, SARAH",NA,NA,NA,NA,NA
3419,"ZORO, EUGENE",NA,NA,NA,NA,NA
3420,"ZUKOSKY, MICHAEL",NA,NA,NA,NA,NA
